;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Name;D65_White;D65_Blue;D65_Skin;D65_Yellow;D50_White;D50_Blue;D50_Skin;D50_Yellow;L1_White;L1_Blue;L1_Skin;L1_Yellow
Correction;UV;UV;UV;UV;UV;UV;UV;UV;UV;UV;UV;UV
Date;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025
Time;09:23:14;09:25:54;09:31:56;09:34:22;09:45:08;09:47:48;09:49:18;09:49:34;09:59:28;10:00:28;10:00:42;10:00:59
670;6,97629E-02;8,17918E-03;3,51859E-02;5,19150E-02;4,54808E-02;4,24027E-03;1,79161E-02;2,73211E-02;1,17101E-02;1,21528E-03;5,32573E-03;7,23587E-03
671;7,01962E-02;8,20298E-03;3,51957E-02;5,15414E-02;4,58346E-02;4,26015E-03;1,79310E-02;2,72458E-02;9,69276E-03;1,04519E-03;4,48241E-03;6,16238E-03
672;6,99028E-02;8,27576E-03;3,50206E-02;5,10831E-02;4,64133E-02;4,38289E-03;1,80840E-02;2,75849E-02;8,07503E-03;8,73651E-04;3,81928E-03;5,14606E-03
673;6,99273E-02;8,45226E-03;3,51935E-02;5,14713E-02;4,63252E-02;4,42651E-03;1,82815E-02;2,75370E-02;6,81050E-03;7,54028E-04;3,21163E-03;4,32634E-03
674;6,99174E-02;8,56344E-03;3,52910E-02;5,13462E-02;4,73754E-02;4,51908E-03;1,84002E-02;2,80203E-02;5,73804E-03;6,44699E-04;2,67526E-03;3,63487E-03
675;6,98379E-02;8,65880E-03;3,55454E-02;5,16590E-02;4,70885E-02;4,60240E-03;1,85787E-02;2,82356E-02;4,88820E-03;5,36993E-04;2,24621E-03;3,03656E-03
676;7,02272E-02;8,76543E-03;3,51575E-02;5,16734E-02;4,81140E-02;4,73505E-03;1,88271E-02;2,83883E-02;4,11385E-03;4,70779E-04;1,89457E-03;2,54120E-03
677;6,88536E-02;8,76078E-03;3,55219E-02;5,16428E-02;4,72527E-02;4,81977E-03;1,86916E-02;2,84958E-02;3,35657E-03;3,91735E-04;1,60684E-03;2,11659E-03
678;6,84865E-02;8,80223E-03;3,52441E-02;5,09849E-02;4,75367E-02;4,79074E-03;1,86777E-02;2,78637E-02;2,84241E-03;3,31218E-04;1,35674E-03;1,84305E-03
679;6,58667E-02;8,65109E-03;3,47527E-02;4,98037E-02;4,64199E-02;4,72646E-03;1,80327E-02;2,71200E-02;2,42460E-03;2,86178E-04;1,11830E-03;1,58672E-03
680;6,37426E-02;8,55326E-03;3,34375E-02;4,85092E-02;4,55350E-02;4,66136E-03;1,74996E-02;2,60004E-02;2,04144E-03;2,47227E-04;9,83482E-04;1,33201E-03
681;6,06791E-02;8,38899E-03;3,27149E-02;4,70099E-02;4,34960E-02;4,48985E-03;1,67852E-02;2,47511E-02;1,80292E-03;2,25102E-04;8,27000E-04;1,06914E-03
682;5,81295E-02;8,10709E-03;3,15538E-02;4,48997E-02;4,15615E-02;4,33740E-03;1,61311E-02;2,36134E-02;1,57505E-03;1,84487E-04;7,00792E-04;9,59648E-04
683;5,59559E-02;7,99421E-03;3,06287E-02;4,31974E-02;3,87292E-02;4,16570E-03;1,52786E-02;2,23282E-02;1,28953E-03;1,61468E-04;6,07275E-04;8,55273E-04
684;5,31172E-02;7,75086E-03;2,94240E-02;4,09853E-02;3,66200E-02;4,05577E-03;1,45717E-02;2,13190E-02;1,06587E-03;1,42078E-04;5,65377E-04;7,43938E-04
685;5,13534E-02;7,64468E-03;2,82148E-02;3,96626E-02;3,46946E-02;3,92055E-03;1,40084E-02;2,03424E-02;9,72112E-04;1,23563E-04;4,60356E-04;5,68973E-04
686;4,98649E-02;7,45176E-03;2,70963E-02;3,79292E-02;3,31823E-02;3,86581E-03;1,35433E-02;1,93393E-02;7,82172E-04;1,13484E-04;4,18947E-04;5,08531E-04
687;4,76330E-02;7,36770E-03;2,66065E-02;3,68110E-02;3,19440E-02;3,80395E-03;1,30267E-02;1,87177E-02;6,94373E-04;9,37891E-05;3,58454E-04;4,88100E-04
688;4,66118E-02;7,33691E-03;2,57865E-02;3,57117E-02;3,07518E-02;3,69731E-03;1,26566E-02;1,81470E-02;7,19045E-04;8,00759E-05;2,89849E-04;4,04114E-04
689;4,51406E-02;7,33383E-03;2,49658E-02;3,44801E-02;2,94805E-02;3,69503E-03;1,24093E-02;1,76855E-02;5,84881E-04;7,47885E-05;2,91345E-04;3,92023E-04
690;4,39518E-02;7,18777E-03;2,46824E-02;3,35945E-02;2,87338E-02;3,65711E-03;1,21199E-02;1,74136E-02;5,58338E-04;5,73491E-05;2,44363E-04;3,03214E-04
691;4,31084E-02;7,18052E-03;2,39642E-02;3,28471E-02;2,76942E-02;3,66756E-03;1,19797E-02;1,68431E-02;3,91521E-04;6,74131E-05;2,22725E-04;2,94214E-04
692;4,25136E-02;7,25578E-03;2,38114E-02;3,21102E-02;2,73964E-02;3,65049E-03;1,17992E-02;1,65843E-02;4,07137E-04;5,28614E-05;1,99386E-04;2,98701E-04
693;4,19949E-02;7,21768E-03;2,34824E-02;3,17866E-02;2,66836E-02;3,63486E-03;1,16866E-02;1,65072E-02;3,55483E-04;5,68100E-05;1,86893E-04;2,35247E-04
694;4,09343E-02;7,21104E-03;2,30989E-02;3,13126E-02;2,59962E-02;3,66485E-03;1,15677E-02;1,62674E-02;2,89036E-04;3,86616E-05;1,41926E-04;1,68716E-04
695;4,01727E-02;7,20849E-03;2,27707E-02;3,06823E-02;2,60840E-02;3,71036E-03;1,15248E-02;1,61576E-02;1,89724E-04;3,99591E-05;1,35706E-04;1,88953E-04
696;3,99508E-02;7,38601E-03;2,28910E-02;3,05797E-02;2,59294E-02;3,71762E-03;1,14820E-02;1,62073E-02;2,39517E-04;3,81802E-05;1,05500E-04;1,38883E-04
697;3,94125E-02;7,44460E-03;2,26204E-02;3,01563E-02;2,57325E-02;3,82745E-03;1,14007E-02;1,59918E-02;1,65172E-04;3,25978E-05;1,17547E-04;1,28065E-04
698;3,96029E-02;7,52263E-03;2,25875E-02;3,01851E-02;2,53385E-02;3,88864E-03;1,14429E-02;1,61471E-02;1,86529E-04;4,26126E-05;7,31076E-05;1,27730E-04
699;3,96864E-02;7,63939E-03;2,24746E-02;3,02832E-02;2,55486E-02;3,97601E-03;1,15892E-02;1,64747E-02;1,57312E-04;1,59066E-05;1,07441E-04;1,23605E-04
700;3,90981E-02;7,78803E-03;2,21311E-02;3,02130E-02;2,57865E-02;4,07974E-03;1,17185E-02;1,65284E-02;1,98989E-04;3,42221E-05;8,65768E-05;1,04952E-04
701;3,90229E-02;7,93747E-03;2,23199E-02;3,00831E-02;2,65513E-02;4,25651E-03;1,17942E-02;1,67790E-02;1,92810E-04;2,93441E-05;8,72343E-05;1,20074E-04
702;3,91573E-02;8,05974E-03;2,26119E-02;3,04249E-02;2,64132E-02;4,33640E-03;1,18459E-02;1,72243E-02;1,88324E-04;2,19293E-05;6,67876E-05;1,15507E-04
703;3,97766E-02;8,17865E-03;2,25364E-02;3,08053E-02;2,71855E-02;4,46612E-03;1,21538E-02;1,72494E-02;1,13555E-04;2,32333E-05;4,69424E-05;8,64668E-05
704;4,02662E-02;8,50970E-03;2,28496E-02;3,11293E-02;2,78750E-02;4,57160E-03;1,23918E-02;1,78441E-02;4,83557E-05;3,11193E-05;4,32306E-05;4,84156E-05
705;3,99847E-02;8,72622E-03;2,29473E-02;3,13046E-02;2,80976E-02;4,75508E-03;1,26314E-02;1,81853E-02;7,65941E-05;1,18858E-05;4,80295E-05;7,09113E-05
706;4,09679E-02;8,96914E-03;2,30910E-02;3,17699E-02;2,84896E-02;4,95039E-03;1,28645E-02;1,84345E-02;1,20878E-04;1,62080E-05;8,12437E-05;9,85456E-05
707;4,10623E-02;9,40558E-03;2,35027E-02;3,20938E-02;2,94855E-02;5,17399E-03;1,31304E-02;1,90516E-02;1,61547E-04;1,01444E-05;5,67248E-05;5,98517E-05
708;4,13810E-02;9,60680E-03;2,39540E-02;3,27372E-02;3,01807E-02;5,37602E-03;1,34263E-02;1,94175E-02;1,66954E-04;1,15311E-05;5,20608E-05;7,76147E-05
709;4,22955E-02;9,86211E-03;2,41238E-02;3,29099E-02;3,10573E-02;5,62561E-03;1,38078E-02;2,01007E-02;1,16475E-04;8,53795E-06;6,16320E-05;8,65810E-05
710;4,28049E-02;1,02467E-02;2,46120E-02;3,38024E-02;3,16617E-02;5,83826E-03;1,41826E-02;2,09575E-02;-8,30153E-06;1,83161E-05;3,60352E-05;7,84845E-05
711;4,41548E-02;1,05710E-02;2,49463E-02;3,46820E-02;3,25968E-02;6,10750E-03;1,45892E-02;2,16627E-02;9,39802E-05;8,59539E-06;4,49244E-05;5,53828E-05
712;4,50396E-02;1,09651E-02;2,55143E-02;3,53444E-02;3,34865E-02;6,40790E-03;1,51271E-02;2,24531E-02;6,33849E-05;-5,73627E-06;3,72518E-05;4,14244E-05
713;4,58987E-02;1,14637E-02;2,58448E-02;3,68363E-02;3,45128E-02;6,78944E-03;1,56327E-02;2,33864E-02;6,64569E-05;1,36668E-05;3,67014E-05;5,04029E-05
714;4,73572E-02;1,18779E-02;2,69498E-02;3,72147E-02;3,62020E-02;7,13638E-03;1,62126E-02;2,40176E-02;3,85234E-05;6,48213E-06;4,94075E-05;5,48406E-05
715;4,88125E-02;1,25410E-02;2,74963E-02;3,87124E-02;3,76593E-02;7,53390E-03;1,68929E-02;2,54071E-02;1,13860E-04;3,22085E-07;7,42665E-05;3,49093E-05
716;5,07340E-02;1,30050E-02;2,84107E-02;4,02404E-02;3,91916E-02;7,94042E-03;1,76104E-02;2,63209E-02;5,57013E-05;1,40847E-05;2,85577E-05;6,70878E-05
717;5,14008E-02;1,37289E-02;2,92882E-02;4,17529E-02;4,12069E-02;8,39089E-03;1,81471E-02;2,73466E-02;5,59618E-05;1,67157E-05;2,26822E-05;4,02509E-05
718;5,27890E-02;1,42171E-02;3,01983E-02;4,24802E-02;4,22332E-02;8,73475E-03;1,86845E-02;2,80594E-02;7,77133E-05;1,03771E-05;5,26625E-05;6,61543E-05
719;5,41337E-02;1,47350E-02;3,08429E-02;4,36000E-02;4,37700E-02;9,05121E-03;1,88628E-02;2,86890E-02;5,76487E-05;3,98107E-06;3,69226E-05;4,04705E-05
720;5,45883E-02;1,50620E-02;3,12988E-02;4,47143E-02;4,48430E-02;9,36545E-03;1,92405E-02;2,87425E-02;2,41584E-05;1,34268E-05;3,42701E-05;3,16143E-05
721;5,40215E-02;1,51807E-02;3,13603E-02;4,48123E-02;4,52160E-02;9,37230E-03;1,90384E-02;2,85296E-02;8,30701E-05;6,93789E-06;3,35869E-05;5,23904E-05
722;5,34870E-02;1,52184E-02;3,12945E-02;4,47640E-02;4,39563E-02;9,29612E-03;1,86139E-02;2,77067E-02;5,89079E-05;1,10221E-05;2,93031E-05;4,50133E-05
723;5,19110E-02;1,52821E-02;3,09987E-02;4,40904E-02;4,34351E-02;9,05334E-03;1,78995E-02;2,65583E-02;5,69490E-05;1,20547E-05;1,96594E-05;4,90993E-05
724;5,10543E-02;1,50277E-02;3,02639E-02;4,31733E-02;4,15640E-02;8,70224E-03;1,70544E-02;2,51304E-02;9,15492E-05;4,51936E-06;2,90614E-05;1,09750E-05
725;4,92001E-02;1,49755E-02;2,96479E-02;4,25062E-02;3,91083E-02;8,43850E-03;1,62361E-02;2,36956E-02;6,44156E-05;7,92305E-06;4,55063E-05;4,62508E-05
726;4,86598E-02;1,48307E-02;2,90207E-02;4,12354E-02;3,71423E-02;8,18307E-03;1,53183E-02;2,23708E-02;6,43365E-05;1,19971E-05;4,78358E-05;5,55150E-05
727;4,76003E-02;1,47796E-02;2,86333E-02;4,06494E-02;3,51606E-02;7,77767E-03;1,47630E-02;2,14740E-02;3,12877E-05;-7,61137E-06;2,55505E-05;5,52958E-05
728;4,76496E-02;1,49350E-02;2,81692E-02;3,93208E-02;3,32685E-02;7,61764E-03;1,41311E-02;2,03211E-02;1,46859E-04;4,76146E-06;1,37698E-05;2,84130E-05
729;4,76468E-02;1,50093E-02;2,80126E-02;3,93980E-02;3,19948E-02;7,43924E-03;1,37518E-02;1,99015E-02;1,14054E-04;1,04030E-05;3,47397E-05;6,25846E-05
730;4,71242E-02;1,51658E-02;2,81417E-02;3,93842E-02;3,10119E-02;7,39293E-03;1,35702E-02;1,95500E-02;1,87644E-05;2,18435E-05;5,02942E-05;6,30000E-05
731;4,78572E-02;1,56474E-02;2,80515E-02;3,89705E-02;3,04321E-02;7,43313E-03;1,35931E-02;1,94987E-02;3,84116E-05;4,42608E-06;1,94064E-05;6,91023E-06
732;4,82675E-02;1,57433E-02;2,85635E-02;4,02898E-02;3,01485E-02;7,46467E-03;1,33579E-02;1,91595E-02;1,12853E-04;7,43667E-06;1,67025E-05;1,71439E-05
733;4,84513E-02;1,63366E-02;2,87519E-02;4,05005E-02;2,96923E-02;7,45585E-03;1,33946E-02;1,90635E-02;5,99512E-06;6,27611E-06;3,68633E-05;2,14986E-05
734;4,97647E-02;1,64602E-02;2,94257E-02;4,07025E-02;2,97609E-02;7,51903E-03;1,33463E-02;1,91314E-02;6,10054E-05;1,06135E-05;-7,72062E-06;4,42411E-05
735;5,02075E-02;1,68151E-02;2,97695E-02;4,12513E-02;2,94218E-02;7,61502E-03;1,31734E-02;1,90551E-02;5,82814E-05;9,87154E-06;1,94328E-05;2,76275E-05
736;5,03189E-02;1,70632E-02;2,98920E-02;4,12839E-02;2,96957E-02;7,55471E-03;1,30876E-02;1,86620E-02;4,46778E-05;-3,26871E-06;1,58402E-05;-1,46806E-06
737;4,92454E-02;1,71661E-02;2,96379E-02;4,11481E-02;2,89833E-02;7,49119E-03;1,29024E-02;1,82386E-02;7,44157E-05;5,10032E-06;1,11961E-05;2,77747E-05
738;4,89191E-02;1,69402E-02;2,95429E-02;4,09621E-02;2,83980E-02;7,30080E-03;1,24881E-02;1,78632E-02;3,93388E-05;6,81851E-06;2,98127E-05;4,01504E-05
739;4,80291E-02;1,66482E-02;2,90992E-02;4,01487E-02;2,74210E-02;7,07204E-03;1,19581E-02;1,68758E-02;4,51415E-05;1,56085E-05;4,45741E-05;3,50243E-05
740;4,54914E-02;1,61231E-02;2,79458E-02;3,86989E-02;2,63876E-02;6,76837E-03;1,13610E-02;1,58750E-02;-4,57528E-06;-4,55706E-06;2,91412E-05;3,79516E-06
741;4,33628E-02;1,55982E-02;2,68523E-02;3,76074E-02;2,47174E-02;6,48977E-03;1,07907E-02;1,49748E-02;1,18568E-04;1,30831E-05;2,35477E-06;4,04768E-05
742;4,13558E-02;1,48181E-02;2,59742E-02;3,54318E-02;2,32557E-02;6,10672E-03;1,00934E-02;1,40455E-02;1,11836E-04;2,90707E-06;1,81840E-05;4,68697E-05
743;3,91104E-02;1,43506E-02;2,46344E-02;3,45305E-02;2,22670E-02;5,84233E-03;9,69584E-03;1,33879E-02;2,82641E-05;1,07863E-05;1,99394E-05;3,65949E-06
744;3,76146E-02;1,37323E-02;2,34202E-02;3,22837E-02;2,09394E-02;5,54325E-03;9,10420E-03;1,25937E-02;8,74657E-05;1,32089E-06;3,03545E-05;6,58498E-05
745;3,63342E-02;1,34840E-02;2,26619E-02;3,09310E-02;1,99684E-02;5,43664E-03;8,90637E-03;1,23337E-02;1,59527E-04;-5,31520E-06;4,86874E-06;3,33779E-05
746;3,55126E-02;1,30393E-02;2,20275E-02;2,96370E-02;1,91810E-02;5,27513E-03;8,60330E-03;1,18967E-02;-1,53629E-05;4,79020E-06;2,61196E-05;1,44350E-05
747;3,44396E-02;1,29306E-02;2,17293E-02;2,89258E-02;1,87187E-02;5,22570E-03;8,55284E-03;1,17041E-02;1,54943E-04;1,18263E-05;8,50486E-06;3,89466E-05
748;3,45033E-02;1,29817E-02;2,11171E-02;2,86018E-02;1,80087E-02;5,23968E-03;8,49570E-03;1,16912E-02;4,42213E-05;9,36411E-07;-1,73404E-06;2,80619E-05
749;3,45666E-02;1,30850E-02;2,13277E-02;2,84082E-02;1,83883E-02;5,28787E-03;8,59160E-03;1,17231E-02;7,51432E-05;1,11118E-05;6,83690E-05;1,67810E-05
750;3,54088E-02;1,31319E-02;2,15561E-02;2,88685E-02;1,82875E-02;5,38542E-03;8,77975E-03;1,17094E-02;-3,45550E-05;2,05645E-05;2,32810E-05;3,24299E-06
751;3,59880E-02;1,34609E-02;2,16349E-02;2,90737E-02;1,84341E-02;5,46243E-03;8,77861E-03;1,19364E-02;1,70949E-05;-2,79580E-06;3,60440E-05;2,54396E-05
752;3,64240E-02;1,39619E-02;2,22505E-02;2,97566E-02;1,87961E-02;5,67786E-03;9,10125E-03;1,24721E-02;5,45313E-05;-2,64847E-06;2,69035E-05;1,29793E-05
753;3,78692E-02;1,43875E-02;2,25690E-02;2,98544E-02;1,94187E-02;5,79023E-03;9,19682E-03;1,27321E-02;6,31095E-05;3,91103E-06;-1,43578E-05;2,77170E-05
754;3,87339E-02;1,49106E-02;2,35679E-02;3,15264E-02;1,98095E-02;6,01321E-03;9,63564E-03;1,30601E-02;2,12577E-05;5,16923E-06;3,53224E-05;3,71513E-06
755;4,03758E-02;1,54272E-02;2,40748E-02;3,20345E-02;2,04863E-02;6,15124E-03;9,84882E-03;1,36131E-02;-6,94662E-05;6,65045E-06;4,65242E-06;8,74782E-06
756;4,17180E-02;1,61111E-02;2,50061E-02;3,34562E-02;2,12088E-02;6,48151E-03;1,02720E-02;1,41608E-02;-7,35543E-05;1,01498E-05;1,63545E-05;7,86635E-06
757;4,36541E-02;1,68754E-02;2,59864E-02;3,49797E-02;2,16318E-02;6,76447E-03;1,06028E-02;1,47260E-02;5,29921E-05;-5,99004E-06;4,44775E-06;3,49664E-05
758;4,55569E-02;1,76754E-02;2,68656E-02;3,63922E-02;2,28821E-02;7,08804E-03;1,11883E-02;1,53924E-02;-1,61408E-06;1,09784E-06;1,49029E-05;1,88826E-05
759;4,76507E-02;1,84559E-02;2,82521E-02;3,76200E-02;2,39340E-02;7,40390E-03;1,17502E-02;1,60766E-02;-8,01754E-06;1,05493E-05;2,14009E-05;1,76060E-05
760;4,97850E-02;1,95195E-02;2,95810E-02;3,98198E-02;2,49371E-02;7,80441E-03;1,23137E-02;1,69650E-02;2,12590E-05;4,87178E-06;1,47909E-05;2,74548E-05
761;5,25874E-02;2,04925E-02;3,11046E-02;4,16722E-02;2,64569E-02;8,17815E-03;1,29797E-02;1,78940E-02;1,45043E-05;1,85664E-05;1,40945E-05;5,08216E-05
762;5,50638E-02;2,13518E-02;3,22909E-02;4,36168E-02;2,72486E-02;8,68083E-03;1,34828E-02;1,86740E-02;-1,77372E-05;1,32831E-05;-7,44323E-06;2,02966E-05
763;5,64580E-02;2,23206E-02;3,38126E-02;4,51879E-02;2,88275E-02;9,03412E-03;1,40842E-02;1,93901E-02;1,51210E-04;3,53235E-06;1,78241E-05;3,02716E-05
764;5,82388E-02;2,30588E-02;3,48607E-02;4,68710E-02;2,99493E-02;9,38766E-03;1,45260E-02;2,01052E-02;5,40230E-05;-9,87531E-06;-5,06748E-06;4,06429E-05
765;5,91571E-02;2,36653E-02;3,59394E-02;4,87776E-02;3,05347E-02;9,58119E-03;1,48415E-02;2,04346E-02;7,21449E-05;1,07108E-05;-7,81410E-06;6,65687E-05
766;5,98495E-02;2,40376E-02;3,67896E-02;5,04227E-02;3,12778E-02;9,70789E-03;1,47992E-02;2,05896E-02;-6,38947E-06;-2,65013E-06;2,22414E-05;3,37428E-05
767;5,96000E-02;2,38745E-02;3,64966E-02;5,03318E-02;3,18684E-02;9,65106E-03;1,46111E-02;2,03982E-02;-2,21256E-05;-1,61563E-06;1,91732E-05;5,05921E-05
768;5,74738E-02;2,34709E-02;3,63730E-02;4,96746E-02;3,13827E-02;9,34130E-03;1,40063E-02;1,96910E-02;9,19634E-05;8,45542E-07;6,83540E-06;6,52021E-06
769;5,53421E-02;2,26990E-02;3,49726E-02;4,88569E-02;3,00819E-02;8,99974E-03;1,34721E-02;1,84904E-02;-5,04740E-05;1,21552E-05;-7,12275E-06;3,45711E-05
770;5,19530E-02;2,13481E-02;3,43168E-02;4,64930E-02;2,90238E-02;8,55979E-03;1,26664E-02;1,75491E-02;-1,65977E-07;3,17230E-06;-5,34701E-06;5,06856E-05
771;4,91281E-02;2,04570E-02;3,19944E-02;4,46594E-02;2,69920E-02;8,19450E-03;1,19426E-02;1,65047E-02;-1,90217E-05;1,10276E-05;1,78647E-05;2,63939E-05
772;4,66249E-02;1,94337E-02;3,02999E-02;4,16724E-02;2,54102E-02;7,80149E-03;1,12939E-02;1,57613E-02;-7,85613E-05;9,88649E-06;1,57064E-05;7,50360E-05
773;4,40130E-02;1,86999E-02;2,85874E-02;3,95390E-02;2,40584E-02;7,42176E-03;1,09767E-02;1,51870E-02;-1,94796E-05;2,51621E-06;3,93885E-06;2,58746E-06
774;4,20497E-02;1,77206E-02;2,71942E-02;3,76367E-02;2,32861E-02;7,21706E-03;1,04672E-02;1,46611E-02;2,37845E-05;1,56649E-05;2,89914E-05;2,98194E-05
775;4,04017E-02;1,72684E-02;2,62670E-02;3,59434E-02;2,22127E-02;6,99270E-03;1,01195E-02;1,44698E-02;4,89371E-05;-9,44738E-07;-4,28109E-05;1,25121E-05
776;3,94607E-02;1,68306E-02;2,51261E-02;3,48470E-02;2,14776E-02;6,98193E-03;1,02373E-02;1,43139E-02;5,91324E-05;1,15600E-05;3,00445E-05;3,47401E-05
777;3,86086E-02;1,66564E-02;2,48306E-02;3,42534E-02;2,08830E-02;6,95334E-03;1,00593E-02;1,43165E-02;1,06701E-04;8,20720E-06;1,35920E-05;2,88212E-05
778;3,91217E-02;1,66356E-02;2,43962E-02;3,35018E-02;2,11166E-02;7,04791E-03;1,01604E-02;1,45122E-02;3,13025E-05;9,95287E-06;1,53814E-05;3,03039E-05
779;3,88517E-02;1,66745E-02;2,41747E-02;3,42233E-02;2,09236E-02;7,13917E-03;1,05233E-02;1,46124E-02;-8,37085E-06;-2,97131E-09;1,45309E-05;3,12547E-05
780;3,91722E-02;1,72786E-02;2,44237E-02;3,31759E-02;2,08865E-02;7,30442E-03;1,05512E-02;1,50092E-02;4,27991E-05;1,86392E-05;2,20108E-05;4,49990E-05
781;4,00825E-02;1,73671E-02;2,47901E-02;3,36861E-02;2,18577E-02;7,56573E-03;1,09441E-02;1,55056E-02;-1,51728E-05;-8,71035E-06;-1,13750E-05;1,83167E-05
782;4,11926E-02;1,80339E-02;2,51450E-02;3,47898E-02;2,23631E-02;7,82144E-03;1,12234E-02;1,61778E-02;1,32122E-04;1,79388E-05;2,78679E-05;8,95882E-06
783;4,17616E-02;1,83326E-02;2,57046E-02;3,53147E-02;2,29053E-02;8,13513E-03;1,17036E-02;1,66009E-02;6,39740E-05;3,02136E-06;7,92517E-07;5,08243E-05
784;4,37799E-02;1,91550E-02;2,64321E-02;3,67458E-02;2,37585E-02;8,47440E-03;1,21705E-02;1,74378E-02;-4,65153E-05;1,27939E-05;7,80993E-06;5,20909E-06
785;4,53852E-02;2,00017E-02;2,75293E-02;3,79679E-02;2,45170E-02;8,83412E-03;1,27496E-02;1,82315E-02;-9,54682E-05;-7,87028E-06;1,45921E-05;4,80181E-05
786;4,69033E-02;2,08620E-02;2,83192E-02;3,90719E-02;2,53382E-02;9,24451E-03;1,32752E-02;1,88796E-02;3,73299E-05;-1,50980E-06;-2,03284E-05;-2,05302E-06
787;4,87518E-02;2,14985E-02;2,94551E-02;4,09409E-02;2,64456E-02;9,67004E-03;1,36632E-02;1,94894E-02;9,01720E-05;-8,23356E-06;3,27048E-05;2,35802E-05
788;5,04912E-02;2,24649E-02;3,03578E-02;4,22968E-02;2,72745E-02;9,96435E-03;1,41351E-02;2,04353E-02;4,22530E-05;-1,27535E-05;-2,72937E-05;2,67109E-05
789;5,23581E-02;2,31627E-02;3,13784E-02;4,33962E-02;2,83034E-02;1,02391E-02;1,46319E-02;2,07576E-02;6,68902E-05;3,29474E-06;-2,41364E-05;-5,44813E-05
790;5,40666E-02;2,38654E-02;3,23957E-02;4,49911E-02;2,90524E-02;1,05903E-02;1,51006E-02;2,17326E-02;-3,10168E-05;-1,29255E-06;6,36517E-05;5,46475E-05
791;5,59926E-02;2,46317E-02;3,37591E-02;4,63375E-02;3,01515E-02;1,10725E-02;1,56429E-02;2,24962E-02;-3,22453E-05;-1,84027E-07;4,39035E-06;4,17144E-06
792;5,77989E-02;2,55103E-02;3,48221E-02;4,82466E-02;3,11499E-02;1,15240E-02;1,61443E-02;2,34005E-02;5,33827E-05;-1,18712E-06;7,01021E-06;-5,10216E-06
793;5,90991E-02;2,64924E-02;3,57686E-02;4,98561E-02;3,26080E-02;1,19504E-02;1,67749E-02;2,41705E-02;-4,06826E-05;1,21226E-05;1,99854E-05;4,03517E-05
794;6,24347E-02;2,73480E-02;3,69045E-02;5,13214E-02;3,30772E-02;1,23681E-02;1,75391E-02;2,53019E-02;8,12323E-05;-1,81210E-06;-5,46524E-06;1,27204E-05
795;6,38844E-02;2,83971E-02;3,83681E-02;5,31555E-02;3,47729E-02;1,28680E-02;1,84234E-02;2,64008E-02;4,05623E-05;1,24063E-05;3,31699E-07;2,49075E-05
796;6,66388E-02;2,93997E-02;3,97245E-02;5,52674E-02;3,60481E-02;1,35181E-02;1,92011E-02;2,77755E-02;5,12769E-05;8,09644E-06;-2,24865E-05;3,10123E-05
797;6,87556E-02;3,09046E-02;4,13777E-02;5,72746E-02;3,73437E-02;1,42837E-02;2,02146E-02;2,90241E-02;-9,89447E-07;1,15516E-05;-3,93297E-06;-2,44440E-05
798;7,26214E-02;3,22056E-02;4,30721E-02;5,94734E-02;4,01246E-02;1,51255E-02;2,11869E-02;3,11117E-02;-6,25173E-05;8,55224E-06;1,73161E-05;3,58702E-05
799;7,53648E-02;3,35605E-02;4,48444E-02;6,30134E-02;4,17062E-02;1,59488E-02;2,26688E-02;3,26741E-02;-4,92527E-06;1,60327E-07;-2,71109E-06;-7,74119E-06
800;7,81905E-02;3,51150E-02;4,64558E-02;6,45233E-02;4,39738E-02;1,66580E-02;2,36787E-02;3,42924E-02;-6,36558E-05;1,40082E-05;1,10053E-05;1,71675E-05
801;8,09896E-02;3,63773E-02;4,81888E-02;6,74277E-02;4,65186E-02;1,74600E-02;2,46591E-02;3,56288E-02;1,10140E-04;-1,07019E-05;1,96879E-05;-6,80033E-07
802;8,46933E-02;3,75166E-02;5,02001E-02;6,98439E-02;4,74247E-02;1,83275E-02;2,54136E-02;3,69244E-02;-1,41625E-04;7,42162E-07;-5,96876E-06;2,76004E-07
803;8,64811E-02;3,84615E-02;5,17975E-02;7,21723E-02;5,03252E-02;1,85561E-02;2,60559E-02;3,73228E-02;5,31806E-05;9,44396E-06;2,48497E-05;1,36071E-05
804;8,79108E-02;3,94451E-02;5,31914E-02;7,43129E-02;5,10612E-02;1,87494E-02;2,61578E-02;3,76509E-02;-1,25591E-06;8,80120E-06;-1,39458E-06;3,07259E-05
805;8,84732E-02;3,97757E-02;5,39122E-02;7,57676E-02;5,23047E-02;1,87435E-02;2,58120E-02;3,70950E-02;6,36429E-06;1,12181E-05;-9,15110E-06;9,12007E-06
806;8,74416E-02;3,93366E-02;5,39764E-02;7,63951E-02;5,18452E-02;1,81197E-02;2,47855E-02;3,57946E-02;-6,82912E-06;-2,48883E-06;2,31613E-05;1,30761E-05
807;8,50460E-02;3,84935E-02;5,31739E-02;7,46009E-02;4,95430E-02;1,70914E-02;2,34016E-02;3,28928E-02;-7,15558E-05;6,43785E-07;4,75247E-06;3,89968E-05
