;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Name;D65_white;D65_blue;D65_vert;D65_jaune;D50_white;D50_blue;D50_vert;D50_jaune;L1_white;L1_blue;L1_vert;L1_yellow
Correction;UV;UV;UV;UV;UV;UV;UV;UV;UV;UV;UV;UV
Date;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025
666;2,77036E-02;2,39443E-03;5,20637E-03;1,51670E-02;2,73291E-02;2,70698E-03;6,14486E-03;1,74856E-02;4,32342E-02;4,30154E-03;9,31525E-03;2,69769E-02
667;2,75505E-02;2,41252E-03;5,19738E-03;1,50153E-02;2,73250E-02;2,77944E-03;6,17573E-03;1,75723E-02;3,68064E-02;3,71447E-03;8,01999E-03;2,33329E-02
668;2,72610E-02;2,43826E-03;5,13515E-03;1,48794E-02;2,72729E-02;2,78968E-03;6,17493E-03;1,75071E-02;3,15399E-02;3,24149E-03;6,90682E-03;1,99796E-02
669;2,68722E-02;2,41428E-03;5,11496E-03;1,47588E-02;2,73630E-02;2,84127E-03;6,20373E-03;1,75320E-02;2,68877E-02;2,76129E-03;5,86855E-03;1,68275E-02
670;2,70180E-02;2,45206E-03;5,10070E-03;1,46640E-02;2,73413E-02;2,86028E-03;6,21736E-03;1,75424E-02;2,28687E-02;2,39671E-03;5,02835E-03;1,43841E-02
671;2,66021E-02;2,48707E-03;5,10380E-03;1,45869E-02;2,75522E-02;2,92301E-03;6,27468E-03;1,76500E-02;1,95159E-02;2,05788E-03;4,31097E-03;1,23486E-02
672;2,66660E-02;2,50489E-03;5,07600E-03;1,45591E-02;2,77618E-02;2,98756E-03;6,35715E-03;1,78405E-02;1,64942E-02;1,77755E-03;3,65536E-03;1,03573E-02
673;2,65825E-02;2,52496E-03;5,09061E-03;1,44725E-02;2,79509E-02;3,03679E-03;6,42599E-03;1,78842E-02;1,39587E-02;1,51260E-03;3,08269E-03;8,71802E-03
674;2,64296E-02;2,54233E-03;5,09502E-03;1,44754E-02;2,79274E-02;3,10959E-03;6,47783E-03;1,81118E-02;1,17739E-02;1,27751E-03;2,65347E-03;7,47573E-03
675;2,62437E-02;2,55433E-03;5,06225E-03;1,43587E-02;2,79909E-02;3,14235E-03;6,47578E-03;1,81364E-02;9,92188E-03;1,10005E-03;2,23052E-03;6,30405E-03
676;2,56739E-02;2,55570E-03;5,04416E-03;1,41416E-02;2,80087E-02;3,16757E-03;6,51239E-03;1,79846E-02;8,44200E-03;9,47451E-04;1,89426E-03;5,34971E-03
677;2,52692E-02;2,54266E-03;4,94970E-03;1,38339E-02;2,75215E-02;3,16092E-03;6,43835E-03;1,77558E-02;7,06304E-03;8,06508E-04;1,61642E-03;4,38591E-03
678;2,45018E-02;2,51763E-03;4,83906E-03;1,34629E-02;2,65472E-02;3,17548E-03;6,29022E-03;1,72630E-02;5,98864E-03;7,10062E-04;1,37910E-03;3,77515E-03
679;2,36811E-02;2,46804E-03;4,69580E-03;1,30218E-02;2,54752E-02;3,08750E-03;6,03930E-03;1,65570E-02;4,98771E-03;6,01588E-04;1,16679E-03;3,13254E-03
680;2,25945E-02;2,44671E-03;4,56603E-03;1,26149E-02;2,42750E-02;2,97862E-03;5,81205E-03;1,58507E-02;4,32070E-03;5,25525E-04;9,94792E-04;2,69373E-03
681;2,18671E-02;2,37289E-03;4,40622E-03;1,21427E-02;2,30048E-02;2,88366E-03;5,55279E-03;1,50290E-02;3,68777E-03;4,50880E-04;8,54124E-04;2,33560E-03
682;2,11155E-02;2,34997E-03;4,27547E-03;1,17410E-02;2,18820E-02;2,80729E-03;5,30976E-03;1,42775E-02;3,10231E-03;3,97414E-04;7,38383E-04;2,00458E-03
683;2,03808E-02;2,29201E-03;4,15766E-03;1,12991E-02;2,08968E-02;2,70462E-03;5,08032E-03;1,36592E-02;2,71788E-03;3,39507E-04;6,23422E-04;1,71450E-03
684;1,96432E-02;2,29819E-03;4,04748E-03;1,10209E-02;1,99847E-02;2,64968E-03;4,86834E-03;1,30521E-02;2,30183E-03;2,96681E-04;5,47024E-04;1,54022E-03
685;1,93735E-02;2,29405E-03;3,96169E-03;1,07056E-02;1,91885E-02;2,58053E-03;4,73664E-03;1,25566E-02;2,02164E-03;2,68657E-04;4,60186E-04;1,22012E-03
686;1,86266E-02;2,27301E-03;3,85901E-03;1,04297E-02;1,85971E-02;2,56565E-03;4,59116E-03;1,21663E-02;1,78421E-03;2,32883E-04;4,07327E-04;1,09576E-03
687;1,82528E-02;2,26268E-03;3,81478E-03;1,01448E-02;1,79053E-02;2,54992E-03;4,42591E-03;1,17872E-02;1,55498E-03;2,18085E-04;3,61563E-04;1,01141E-03
688;1,77557E-02;2,24604E-03;3,70470E-03;9,95157E-03;1,73261E-02;2,50164E-03;4,32949E-03;1,15140E-02;1,28380E-03;1,86039E-04;3,10764E-04;7,82264E-04
689;1,75557E-02;2,25180E-03;3,64623E-03;9,76642E-03;1,70732E-02;2,52261E-03;4,24113E-03;1,11768E-02;1,15553E-03;1,72229E-04;2,75053E-04;7,15239E-04
690;1,71780E-02;2,24461E-03;3,60429E-03;9,57900E-03;1,66641E-02;2,52367E-03;4,21052E-03;1,10295E-02;1,04486E-03;1,41160E-04;2,41278E-04;6,74537E-04
691;1,68004E-02;2,25121E-03;3,53977E-03;9,41154E-03;1,63688E-02;2,51407E-03;4,14488E-03;1,07922E-02;9,60066E-04;1,36166E-04;2,03014E-04;5,78587E-04
692;1,65933E-02;2,26793E-03;3,49498E-03;9,21841E-03;1,61221E-02;2,54302E-03;4,03103E-03;1,05776E-02;8,42081E-04;1,22784E-04;1,98144E-04;5,76068E-04
693;1,62493E-02;2,25672E-03;3,43767E-03;9,10220E-03;1,59342E-02;2,56838E-03;4,04462E-03;1,05583E-02;6,86319E-04;1,10776E-04;1,64262E-04;3,96157E-04
694;1,60645E-02;2,28801E-03;3,39443E-03;9,05288E-03;1,57762E-02;2,58330E-03;3,99581E-03;1,03873E-02;6,52045E-04;9,06679E-05;1,60364E-04;3,88771E-04
695;1,59418E-02;2,33193E-03;3,39682E-03;8,90999E-03;1,56649E-02;2,62062E-03;3,97595E-03;1,03773E-02;5,82245E-04;7,74165E-05;1,33098E-04;3,74416E-04
696;1,56427E-02;2,33669E-03;3,32262E-03;8,81552E-03;1,56692E-02;2,70289E-03;3,98066E-03;1,03946E-02;5,04171E-04;7,29562E-05;1,24501E-04;3,16302E-04
697;1,55853E-02;2,35739E-03;3,27847E-03;8,75505E-03;1,55619E-02;2,75300E-03;3,99615E-03;1,03423E-02;4,96680E-04;6,87947E-05;1,01289E-04;3,11736E-04
698;1,53145E-02;2,38913E-03;3,28943E-03;8,64492E-03;1,58480E-02;2,81319E-03;3,98582E-03;1,04191E-02;4,26619E-04;6,12994E-05;8,88147E-05;3,12578E-04
699;1,52969E-02;2,44128E-03;3,26664E-03;8,59881E-03;1,58029E-02;2,90696E-03;4,00398E-03;1,05343E-02;3,80877E-04;5,77505E-05;8,93383E-05;2,13840E-04
700;1,53310E-02;2,47612E-03;3,26578E-03;8,58953E-03;1,59120E-02;2,96634E-03;4,01819E-03;1,05831E-02;3,67952E-04;5,06548E-05;8,45397E-05;1,96049E-04
701;1,52429E-02;2,51509E-03;3,24226E-03;8,58931E-03;1,61693E-02;3,09498E-03;4,10465E-03;1,07154E-02;3,56625E-04;5,06334E-05;7,93462E-05;1,59065E-04
702;1,50965E-02;2,57152E-03;3,24282E-03;8,54386E-03;1,63257E-02;3,17151E-03;4,15879E-03;1,07862E-02;2,61163E-04;3,78708E-05;7,69575E-05;2,38495E-04
703;1,51402E-02;2,62189E-03;3,22490E-03;8,58265E-03;1,65654E-02;3,32268E-03;4,18539E-03;1,09790E-02;3,15400E-04;4,71388E-05;6,03575E-05;1,75536E-04
704;1,52872E-02;2,68727E-03;3,23011E-03;8,52799E-03;1,68856E-02;3,44625E-03;4,26395E-03;1,11605E-02;2,52468E-04;3,94175E-05;6,88431E-05;1,67819E-04
705;1,52252E-02;2,74941E-03;3,22443E-03;8,59685E-03;1,71783E-02;3,59758E-03;4,34408E-03;1,14270E-02;2,65002E-04;3,97590E-05;4,92640E-05;1,61668E-04
706;1,53300E-02;2,82176E-03;3,24274E-03;8,56571E-03;1,76483E-02;3,73618E-03;4,41213E-03;1,16367E-02;2,04731E-04;3,68408E-05;4,83689E-05;1,40091E-04
707;1,53814E-02;2,88791E-03;3,26598E-03;8,70053E-03;1,78756E-02;3,91088E-03;4,51257E-03;1,19655E-02;1,96064E-04;3,33996E-05;5,41406E-05;1,31693E-04
708;1,55481E-02;2,96020E-03;3,27374E-03;8,76040E-03;1,84047E-02;4,06675E-03;4,58096E-03;1,22578E-02;2,02094E-04;3,05286E-05;4,35349E-05;1,55140E-04
709;1,57918E-02;3,07029E-03;3,28692E-03;8,79822E-03;1,89601E-02;4,28823E-03;4,71287E-03;1,25758E-02;2,05875E-04;3,12771E-05;4,00178E-05;1,23973E-04
710;1,60928E-02;3,16167E-03;3,32700E-03;8,96993E-03;1,95233E-02;4,49180E-03;4,84633E-03;1,30425E-02;2,05129E-04;2,74866E-05;3,93788E-05;1,25686E-04
711;1,63540E-02;3,28771E-03;3,36526E-03;9,07207E-03;2,03083E-02;4,74867E-03;4,93635E-03;1,34345E-02;1,60542E-04;3,50223E-05;4,33357E-05;1,06308E-04
712;1,65257E-02;3,40325E-03;3,41460E-03;9,30371E-03;2,09408E-02;5,00354E-03;5,15111E-03;1,39022E-02;1,81110E-04;2,53401E-05;3,82220E-05;9,47162E-05
713;1,68588E-02;3,58288E-03;3,48436E-03;9,43779E-03;2,18375E-02;5,28341E-03;5,31883E-03;1,43755E-02;1,57535E-04;2,57786E-05;3,38791E-05;1,67699E-04
714;1,73924E-02;3,71644E-03;3,55751E-03;9,72058E-03;2,26020E-02;5,62058E-03;5,47354E-03;1,50115E-02;1,29091E-04;2,83412E-05;2,23965E-05;1,14700E-04
715;1,77661E-02;3,89779E-03;3,60466E-03;9,86843E-03;2,35201E-02;5,93527E-03;5,66612E-03;1,55312E-02;1,41139E-04;1,38011E-05;3,85525E-05;8,58297E-05
716;1,81224E-02;4,02472E-03;3,64210E-03;1,00838E-02;2,42831E-02;6,23250E-03;5,82967E-03;1,60568E-02;1,58041E-04;1,82562E-05;2,21056E-05;9,02557E-05
717;1,82687E-02;4,16665E-03;3,68898E-03;1,02714E-02;2,48005E-02;6,49490E-03;5,98081E-03;1,64954E-02;1,26384E-04;2,19830E-05;2,78083E-05;3,74077E-05
718;1,85305E-02;4,25105E-03;3,69052E-03;1,03874E-02;2,51425E-02;6,66543E-03;6,02193E-03;1,66753E-02;1,15137E-04;2,24083E-05;2,64668E-05;1,28884E-04
719;1,84018E-02;4,31200E-03;3,67622E-03;1,02286E-02;2,49635E-02;6,79124E-03;6,03731E-03;1,67454E-02;1,24250E-04;1,99786E-05;3,85976E-05;4,40328E-05
720;1,81506E-02;4,30517E-03;3,64203E-03;1,02666E-02;2,46831E-02;6,77939E-03;5,89676E-03;1,63889E-02;1,22055E-04;1,78959E-05;2,44788E-05;6,06572E-05
721;1,77508E-02;4,30645E-03;3,55224E-03;1,00183E-02;2,36059E-02;6,63235E-03;5,70471E-03;1,58972E-02;1,29634E-04;1,85972E-05;3,06356E-05;5,48005E-05
722;1,73773E-02;4,28301E-03;3,47735E-03;9,84474E-03;2,25109E-02;6,41621E-03;5,42591E-03;1,51541E-02;9,34183E-05;1,97130E-05;8,94814E-06;1,18568E-04
723;1,70285E-02;4,25432E-03;3,43546E-03;9,58617E-03;2,13148E-02;6,11575E-03;5,14424E-03;1,42977E-02;8,32574E-05;1,37591E-05;2,29165E-05;6,98779E-05
724;1,67555E-02;4,26261E-03;3,34551E-03;9,45622E-03;2,00175E-02;5,91757E-03;4,87733E-03;1,35127E-02;9,13348E-05;1,64810E-05;1,36348E-05;4,92782E-05
725;1,66000E-02;4,29219E-03;3,32899E-03;9,37344E-03;1,91621E-02;5,66233E-03;4,63880E-03;1,28496E-02;1,51928E-04;1,28581E-05;2,39360E-05;3,93135E-05
726;1,66519E-02;4,36843E-03;3,32926E-03;9,36850E-03;1,81560E-02;5,51484E-03;4,43032E-03;1,23342E-02;1,08368E-04;1,23390E-05;5,94086E-06;1,04485E-04
727;1,66736E-02;4,44764E-03;3,34326E-03;9,30400E-03;1,77110E-02;5,41019E-03;4,28837E-03;1,19163E-02;8,53450E-05;1,53560E-05;1,60542E-05;4,51614E-05
728;1,68306E-02;4,54283E-03;3,35093E-03;9,46445E-03;1,72006E-02;5,34277E-03;4,21228E-03;1,16677E-02;7,83462E-05;1,96886E-05;1,23872E-05;7,61245E-05
729;1,70950E-02;4,68762E-03;3,39375E-03;9,56032E-03;1,69743E-02;5,36677E-03;4,12000E-03;1,15080E-02;1,22095E-04;5,65407E-06;1,23247E-05;4,62303E-05
730;1,74802E-02;4,78215E-03;3,45476E-03;9,71621E-03;1,68279E-02;5,37999E-03;4,12111E-03;1,13393E-02;5,91823E-05;7,74892E-06;1,81938E-05;6,91506E-05
731;1,77310E-02;4,97578E-03;3,51859E-03;9,98243E-03;1,67786E-02;5,45515E-03;4,08770E-03;1,13365E-02;4,26856E-05;1,79718E-05;7,08052E-06;2,59067E-05
732;1,78709E-02;5,10061E-03;3,59001E-03;1,00766E-02;1,68077E-02;5,47728E-03;4,09885E-03;1,13460E-02;1,20475E-04;3,12998E-06;1,24550E-05;6,36921E-05
733;1,79682E-02;5,17737E-03;3,61237E-03;1,01616E-02;1,66823E-02;5,51791E-03;4,09532E-03;1,12525E-02;6,83304E-05;1,65276E-05;1,86481E-05;3,99551E-05
734;1,80467E-02;5,24010E-03;3,63222E-03;1,01553E-02;1,65676E-02;5,55199E-03;4,08569E-03;1,12181E-02;7,75978E-05;9,83069E-06;1,04665E-05;2,81939E-05
735;1,77211E-02;5,20219E-03;3,59070E-03;1,00961E-02;1,63138E-02;5,52049E-03;4,05644E-03;1,09993E-02;9,42982E-05;1,08163E-05;1,73808E-05;4,54190E-05
736;1,73491E-02;5,14157E-03;3,53310E-03;9,83750E-03;1,58236E-02;5,40859E-03;3,93396E-03;1,07179E-02;5,72107E-05;1,82373E-05;1,80746E-05;6,44846E-05
737;1,64428E-02;4,98108E-03;3,41860E-03;9,48083E-03;1,51735E-02;5,26709E-03;3,76730E-03;1,03364E-02;3,53336E-05;9,11326E-06;2,19841E-05;7,31918E-05
738;1,57201E-02;4,76990E-03;3,27470E-03;9,00212E-03;1,44452E-02;5,04955E-03;3,64843E-03;9,81154E-03;8,10351E-06;1,54820E-05;2,05197E-05;5,04400E-06
739;1,48804E-02;4,51110E-03;3,09465E-03;8,49415E-03;1,35826E-02;4,76226E-03;3,47169E-03;9,25438E-03;1,21360E-05;1,78304E-05;1,65201E-05;7,34048E-05
740;1,38435E-02;4,29795E-03;2,94417E-03;8,00799E-03;1,27119E-02;4,52542E-03;3,26075E-03;8,69540E-03;1,81845E-05;4,98937E-06;8,20252E-06;1,82644E-05
741;1,32225E-02;4,08505E-03;2,79577E-03;7,63589E-03;1,19752E-02;4,30723E-03;3,09695E-03;8,22438E-03;1,12063E-04;1,11493E-05;1,83469E-05;3,27758E-05
742;1,25631E-02;3,91294E-03;2,69122E-03;7,26238E-03;1,14468E-02;4,09331E-03;2,96200E-03;7,71825E-03;7,50194E-05;1,96650E-05;1,49516E-05;2,90949E-05
743;1,20055E-02;3,81274E-03;2,62874E-03;7,02144E-03;1,09095E-02;3,93947E-03;2,84412E-03;7,53582E-03;6,18705E-05;1,17624E-05;8,86824E-06;2,86162E-05
744;1,18127E-02;3,68404E-03;2,55268E-03;6,87566E-03;1,06474E-02;3,82298E-03;2,78102E-03;7,33692E-03;2,63730E-05;1,57282E-05;7,16132E-06;5,04504E-05
745;1,17179E-02;3,67769E-03;2,53915E-03;6,76673E-03;1,03791E-02;3,79914E-03;2,75380E-03;7,13487E-03;9,86244E-05;1,38790E-05;1,87998E-05;4,27825E-05
746;1,16569E-02;3,69578E-03;2,56524E-03;6,69620E-03;1,03378E-02;3,75476E-03;2,72347E-03;7,04778E-03;6,43168E-05;1,29005E-05;2,71426E-05;1,91179E-05
747;1,17168E-02;3,73028E-03;2,59099E-03;6,78500E-03;1,02532E-02;3,79516E-03;2,76745E-03;7,06744E-03;3,35636E-05;1,02333E-05;5,68630E-06;2,47516E-05
748;1,19907E-02;3,84377E-03;2,63930E-03;6,87916E-03;1,05032E-02;3,83414E-03;2,82405E-03;7,18873E-03;5,80275E-05;3,37289E-06;1,60663E-05;4,55519E-05
749;1,20894E-02;3,91964E-03;2,71737E-03;6,95829E-03;1,06112E-02;3,94840E-03;2,86144E-03;7,27722E-03;6,38511E-05;2,94862E-06;7,03773E-06;5,01570E-05
750;1,25085E-02;3,98976E-03;2,79102E-03;7,13886E-03;1,07968E-02;4,03765E-03;2,94553E-03;7,44495E-03;8,18529E-05;9,64405E-06;1,42537E-05;-3,02927E-05
751;1,28420E-02;4,14734E-03;2,87050E-03;7,38389E-03;1,11189E-02;4,17376E-03;3,03210E-03;7,62606E-03;5,01114E-05;1,39947E-05;1,90018E-05;4,53010E-05
752;1,33830E-02;4,32768E-03;2,99880E-03;7,63415E-03;1,15635E-02;4,28819E-03;3,15716E-03;7,89986E-03;6,73254E-05;4,91897E-06;6,49095E-06;6,04911E-05
753;1,37020E-02;4,46113E-03;3,07584E-03;7,88434E-03;1,18077E-02;4,44371E-03;3,24140E-03;8,17772E-03;1,42443E-05;4,29147E-06;9,00809E-06;-3,70452E-05
754;1,42436E-02;4,68945E-03;3,20305E-03;8,18003E-03;1,22834E-02;4,67941E-03;3,39650E-03;8,40519E-03;9,21238E-05;1,58392E-06;1,95186E-05;4,18631E-05
755;1,47137E-02;4,90178E-03;3,36128E-03;8,52375E-03;1,28362E-02;4,84975E-03;3,55349E-03;8,77225E-03;3,40849E-05;-3,29440E-06;8,92722E-06;4,68195E-05
756;1,54302E-02;5,10008E-03;3,53801E-03;8,84485E-03;1,34038E-02;5,09108E-03;3,69169E-03;9,14623E-03;7,46175E-05;7,73893E-06;-1,33453E-06;7,30252E-05
757;1,61660E-02;5,40809E-03;3,72163E-03;9,33344E-03;1,39751E-02;5,37319E-03;3,89451E-03;9,58066E-03;6,00663E-05;8,98280E-06;1,08650E-05;1,39988E-06
758;1,70339E-02;5,71544E-03;3,94743E-03;9,84606E-03;1,46433E-02;5,60955E-03;4,13991E-03;1,00211E-02;6,78880E-05;5,93422E-06;-3,66152E-07;-2,49502E-05
759;1,78917E-02;6,02583E-03;4,12633E-03;1,03878E-02;1,55879E-02;5,96935E-03;4,34172E-03;1,06303E-02;2,13793E-05;1,03777E-05;1,08505E-05;5,22853E-05
760;1,90245E-02;6,36709E-03;4,37250E-03;1,09579E-02;1,63152E-02;6,32937E-03;4,59610E-03;1,12201E-02;3,72450E-05;1,37604E-05;2,04975E-05;4,63838E-05
761;1,98416E-02;6,69729E-03;4,63574E-03;1,13434E-02;1,71191E-02;6,58526E-03;4,81453E-03;1,17500E-02;6,63513E-05;6,35392E-06;-1,35421E-07;7,08253E-05
762;2,05970E-02;6,94078E-03;4,75253E-03;1,18569E-02;1,76843E-02;6,94266E-03;5,00360E-03;1,22134E-02;7,99355E-05;7,19164E-06;1,87439E-06;4,20540E-05
763;2,06617E-02;7,07464E-03;4,85772E-03;1,20796E-02;1,81480E-02;7,06276E-03;5,15818E-03;1,25282E-02;6,53908E-05;1,84431E-06;1,10387E-05;6,75366E-05
764;2,08171E-02;7,12941E-03;4,88974E-03;1,21025E-02;1,82135E-02;7,19321E-03;5,19067E-03;1,25791E-02;4,36928E-05;2,59165E-06;8,21225E-06;2,65978E-06
765;2,03650E-02;7,07307E-03;4,80429E-03;1,19608E-02;1,79487E-02;7,15686E-03;5,16474E-03;1,25024E-02;7,32637E-05;1,20852E-05;2,46471E-05;9,28784E-05
766;1,95936E-02;6,85522E-03;4,69079E-03;1,15313E-02;1,75497E-02;6,98683E-03;5,03795E-03;1,21178E-02;-3,48360E-06;1,16722E-06;8,25773E-06;1,66539E-05
767;1,86435E-02;6,59347E-03;4,46039E-03;1,10284E-02;1,65856E-02;6,72911E-03;4,81415E-03;1,16540E-02;7,27768E-05;-2,45392E-07;5,81502E-06;2,94277E-05
768;1,75607E-02;6,24413E-03;4,20802E-03;1,03628E-02;1,57301E-02;6,42186E-03;4,54753E-03;1,09727E-02;5,58511E-05;6,59993E-06;2,28129E-05;2,05316E-05
769;1,64991E-02;5,98328E-03;3,95537E-03;9,77461E-03;1,48263E-02;6,09952E-03;4,29351E-03;1,03924E-02;5,97721E-05;8,44776E-06;1,57875E-05;5,65650E-05
770;1,56676E-02;5,67302E-03;3,71702E-03;9,33258E-03;1,38692E-02;5,80455E-03;4,05996E-03;9,78040E-03;-1,04291E-05;5,31788E-06;2,84097E-06;6,34306E-05
771;1,51032E-02;5,46945E-03;3,58116E-03;8,90080E-03;1,33691E-02;5,57145E-03;3,86818E-03;9,32754E-03;3,61744E-05;2,98443E-06;1,30016E-05;6,02252E-05
772;1,44615E-02;5,34648E-03;3,44427E-03;8,62905E-03;1,28935E-02;5,46285E-03;3,71922E-03;9,03594E-03;9,00764E-05;1,13740E-05;1,12154E-05;-1,13958E-05
773;1,44412E-02;5,30589E-03;3,36777E-03;8,45294E-03;1,26857E-02;5,34846E-03;3,61723E-03;8,83177E-03;4,40447E-05;1,05233E-05;7,63174E-06;8,86978E-05
774;1,41858E-02;5,29243E-03;3,34183E-03;8,30265E-03;1,24656E-02;5,28395E-03;3,56367E-03;8,63480E-03;7,71835E-05;7,35501E-06;8,23459E-06;1,00146E-05
775;1,42214E-02;5,36505E-03;3,34368E-03;8,33518E-03;1,23503E-02;5,32529E-03;3,51324E-03;8,65427E-03;8,67514E-05;1,56098E-06;1,56852E-05;-1,42068E-05
776;1,43956E-02;5,45480E-03;3,34029E-03;8,43341E-03;1,25832E-02;5,38706E-03;3,54347E-03;8,64755E-03;2,68815E-05;1,16868E-05;1,71221E-05;4,24582E-05
777;1,45981E-02;5,56448E-03;3,41684E-03;8,53362E-03;1,26607E-02;5,56165E-03;3,59865E-03;8,80052E-03;2,74617E-05;6,70305E-06;9,29312E-06;4,22506E-05
778;1,52589E-02;5,76361E-03;3,51999E-03;8,77926E-03;1,30788E-02;5,72001E-03;3,69736E-03;9,03576E-03;9,86824E-07;-1,06444E-06;2,55753E-07;5,25654E-05
779;1,56631E-02;6,02805E-03;3,64978E-03;9,05746E-03;1,33464E-02;5,89661E-03;3,79979E-03;9,33961E-03;1,21736E-04;2,37193E-06;5,52272E-06;7,84355E-06
780;1,62694E-02;6,27964E-03;3,75855E-03;9,44209E-03;1,39467E-02;6,10526E-03;3,94964E-03;9,67449E-03;3,07637E-05;-1,41957E-06;-3,15476E-06;1,57231E-05
781;1,69107E-02;6,55444E-03;3,92526E-03;9,70480E-03;1,43979E-02;6,39504E-03;4,09264E-03;1,00637E-02;8,58137E-05;7,52721E-06;-2,11174E-06;3,36882E-05
782;1,77056E-02;6,89311E-03;4,03951E-03;1,01993E-02;1,51209E-02;6,69864E-03;4,23350E-03;1,04089E-02;4,22542E-05;-6,83512E-07;-4,00036E-06;1,15857E-05
783;1,84066E-02;7,16348E-03;4,24186E-03;1,06377E-02;1,55938E-02;6,99163E-03;4,43963E-03;1,08784E-02;6,61119E-05;1,11033E-05;8,20247E-06;5,12261E-05
784;1,90850E-02;7,52342E-03;4,39838E-03;1,10873E-02;1,63233E-02;7,30366E-03;4,62961E-03;1,13812E-02;6,60447E-05;7,71617E-06;1,95782E-05;5,78373E-05
785;2,00013E-02;7,81150E-03;4,59557E-03;1,15259E-02;1,68850E-02;7,65792E-03;4,79625E-03;1,17771E-02;4,59996E-05;1,88905E-05;-1,86730E-05;2,82364E-06
786;2,05992E-02;8,17431E-03;4,77413E-03;1,19559E-02;1,76954E-02;7,95408E-03;5,00941E-03;1,22787E-02;3,79344E-05;3,89727E-06;-6,32262E-07;4,05513E-05
787;2,14738E-02;8,47005E-03;4,94658E-03;1,24319E-02;1,82243E-02;8,29915E-03;5,20638E-03;1,26469E-02;6,31784E-05;-6,02171E-06;1,44610E-05;2,87948E-05
788;2,22445E-02;8,76826E-03;5,16172E-03;1,29022E-02;1,88559E-02;8,54461E-03;5,37461E-03;1,32049E-02;7,17710E-05;1,21220E-05;9,37015E-06;-1,57704E-06
789;2,29256E-02;9,06707E-03;5,30391E-03;1,32877E-02;1,95012E-02;8,84113E-03;5,54048E-03;1,35585E-02;8,56670E-05;9,10835E-06;1,84017E-06;5,77972E-05
790;2,36858E-02;9,44752E-03;5,53803E-03;1,38384E-02;2,01900E-02;9,14254E-03;5,74611E-03;1,40378E-02;4,32792E-05;7,13122E-06;1,51859E-05;2,39750E-05
791;2,46915E-02;9,84404E-03;5,78958E-03;1,43169E-02;2,12321E-02;9,58377E-03;6,00240E-03;1,46643E-02;8,03129E-05;-4,48851E-06;2,27843E-05;-8,55055E-06
792;2,60030E-02;1,03240E-02;6,03611E-03;1,50919E-02;2,20888E-02;1,00634E-02;6,32260E-03;1,53410E-02;4,95369E-05;6,47073E-06;1,10815E-05;-1,71203E-05
793;2,74360E-02;1,08054E-02;6,37309E-03;1,58343E-02;2,30561E-02;1,04471E-02;6,57304E-03;1,61061E-02;3,33041E-05;-1,31973E-05;1,42750E-05;4,15363E-05
794;2,87527E-02;1,14325E-02;6,70235E-03;1,66182E-02;2,43115E-02;1,09887E-02;6,99032E-03;1,69214E-02;2,99352E-05;1,42700E-05;1,83039E-06;-4,11510E-06
795;3,02457E-02;1,20429E-02;7,08900E-03;1,75198E-02;2,54699E-02;1,16404E-02;7,36552E-03;1,78327E-02;8,24096E-05;-8,70612E-08;6,13031E-06;4,44569E-05
796;3,20607E-02;1,27844E-02;7,52885E-03;1,85407E-02;2,70894E-02;1,22767E-02;7,76686E-03;1,87646E-02;1,77614E-05;1,23921E-05;7,50848E-06;5,08235E-05
797;3,40329E-02;1,35314E-02;8,02402E-03;1,97109E-02;2,86417E-02;1,30222E-02;8,20878E-03;1,98407E-02;7,05339E-05;2,08501E-06;1,01846E-05;2,87182E-06
798;3,61970E-02;1,42880E-02;8,45317E-03;2,06782E-02;3,03511E-02;1,37238E-02;8,77843E-03;2,09839E-02;6,26130E-05;1,30703E-05;-1,92137E-06;7,05444E-05
799;3,76488E-02;1,50237E-02;8,94624E-03;2,17345E-02;3,18462E-02;1,44684E-02;9,29093E-03;2,22536E-02;5,50187E-05;-5,83128E-06;5,54350E-06;-1,83952E-05
800;3,89745E-02;1,55000E-02;9,26727E-03;2,25380E-02;3,29817E-02;1,50665E-02;9,65828E-03;2,30232E-02;1,77565E-05;-1,55333E-06;6,15745E-06;2,95085E-05
801;3,96118E-02;1,58507E-02;9,58826E-03;2,30604E-02;3,39813E-02;1,54688E-02;9,90827E-03;2,36411E-02;5,97433E-05;4,33782E-06;-2,37427E-06;-1,90024E-05
802;3,96225E-02;1,58357E-02;9,57619E-03;2,31651E-02;3,41498E-02;1,55886E-02;1,00713E-02;2,37987E-02;7,12373E-06;9,37664E-06;1,84512E-05;-3,63881E-05
803;3,86460E-02;1,55315E-02;9,52743E-03;2,28474E-02;3,35769E-02;1,54888E-02;1,00390E-02;2,36423E-02;5,09978E-05;5,97488E-07;7,65137E-06;-2,66525E-05
804;3,72509E-02;1,49905E-02;9,15440E-03;2,20243E-02;3,27495E-02;1,50000E-02;9,74472E-03;2,29417E-02;5,17548E-05;7,64401E-06;8,82115E-06;-1,29707E-05
805;3,45717E-02;1,40523E-02;8,64629E-03;2,08136E-02;3,07314E-02;1,43132E-02;9,30790E-03;2,18356E-02;8,31819E-05;1,54412E-05;1,34482E-05;-3,34437E-05
